,Query,GWAS Trait,RS Number,Position (GRCh38),Alleles,R2,D',Risk Allele,Effect Size (95% CI),Beta or OR,P-value,{
67,rs114200987,Schizophrenia,rs11156875,chr14:35150610,"A=0.838, G=0.162",0.9709295646194712,0.9853575821088866,NR,1.07,,3e-07,
68,rs114200987,C-reactive protein levels (MTAG),rs11156875,chr14:35150610,"A=0.838, G=0.162",0.9709295646194712,0.9853575821088866,NR,0.01489,0.0097-0.0201,3e-08,
69,rs114200987,C-reactive protein levels,rs146424514,chr14:35152187,"A=0.16, G=0.84",0.9853922387192796,1.0,NR,0.0159,0.011-0.021,7e-09,
70,rs114200987,Atopic dermatitis,rs12586305,chr14:35185261,"G=0.153, T=0.847",0.9060541941368372,0.9845018563879774,0.841,0.91,0.89-0.94,8.000000000000001e-11,
71,rs114200987,"Allergic disease (asthma, hay fever or eczema)",rs1048990,chr14:35292469,"C=0.836, G=0.164",0.8596498419231265,0.9339524229846152,0.16,1.0390000000000001,1.03-1.05,1e-08,
72,rs114200987,Eczema,rs78426265,chr14:35293785,"A=0.837, T=0.163",0.8525257380666216,0.9267009603194264,0.1635,1.139,1.093-1.188,3e-09,
73,rs259964,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)",rs259964,chr20:59249254,"A=0.437, G=0.563",1.0,1.0,NR,,,4e-12,
74,rs259964,Crohn's disease,rs259964,chr20:59249254,"A=0.437, G=0.563",1.0,1.0,NR,,,4e-07,
75,rs259964,Inflammatory bowel disease,rs259964,chr20:59249254,"A=0.437, G=0.563",1.0,1.0,NR,,,3e-09,
76,rs259964,Crohn's disease,rs259964,chr20:59249254,"A=0.437, G=0.563",1.0,1.0,0.4586,1.07394,1.05-1.1,2e-09,
77,rs259964,Inflammatory bowel disease,rs259964,chr20:59249254,"A=0.437, G=0.563",1.0,1.0,0.4586,1.0697858,1.05-1.09,7e-12,
78,rs259964,Inflammatory bowel disease,rs259964,chr20:59249254,"A=0.437, G=0.563",1.0,1.0,0.464,1.085,1.054-1.116,1e-12,
79,rs259964,Ulcerative colitis,rs259964,chr20:59249254,"A=0.437, G=0.563",1.0,1.0,0.4586,1.0585915000000001,1.03-1.08,4e-06,
80,rs259964,Neutrophil-to-lymphocyte ratio,rs259963,chr20:59249846,"A=0.44, C=0.56",0.9879635316545556,1.0,0.455,,,8e-13,
81,rs259964,Brown vs. black hair color,rs259960,chr20:59251107,"A=0.47, G=0.53",0.8759963842550744,1.0,0.4838,1.089,,2e-12,
82,rs259964,Platelet-to-lymphocyte ratio,rs259958,chr20:59253528,"A=0.562, C=0.438",0.9879252539653338,0.9959533386967016,0.456,,,1e-14,
83,rs259964,Lymphocyte count,rs259958,chr20:59253528,"A=0.562, C=0.438",0.9879252539653338,0.9959533386967016,0.54483,0.018988643,0.015-0.023,4e-17,
84,rs8051096,Tonsillectomy,rs6565180,chr16:30350020,"G=0.66, T=0.34",0.9356980042540388,0.9909907489499656,NR,0.043,0.026-0.06,5e-07,
85,rs8051096,Height,rs11863150,chr16:30374182,"A=0.657, G=0.343",0.9144643960070352,0.9732072707903322,0.3413,0.0045,0.0031-0.0059,2.0000000000000002e-11,
86,rs8051096,Smoking initiation,rs4247355,chr16:30380778,"-=0.334, G=0.666",0.8364725451551067,0.9495642820681104,0.68,0.00511,0.0034-0.0068,2e-10,
87,rs55676827,Peak expiratory flow,rs1875884,chr15:76345820,"C=0.486, T=0.514",0.8622927392786652,0.9472497509307324,0.504,9.729,,1.9999999999999999e-22,
88,rs55676827,Vertex-wise sulcal depth,rs67920045,chr15:76507743,"A=0.507, G=0.493",0.9802507935402172,0.9959995546223834,0.5,7.05,,2e-12,
89,rs55676827,Lung function (FEV1/FVC),rs71405216,chr15:76549314,"G=0.503, T=0.497",0.98811048583278,0.9960157469088374,0.532,7.002000000000001,,2.9999999999999997e-12,
90,rs55670307,Protein C levels,rs6120848,chr20:35140875,"C=0.232, T=0.768",0.9620418283742992,1.0,0.23,0.08,μ/,5e-17,
91,rs55670307,Protein C levels,rs6120849,chr20:35142584,"C=0.768, T=0.232",0.9620418283742992,1.0,0.23,0.14,0.12-0.16/,6.9999999999999994e-37,
92,rs55670307,Waist-to-hip ratio adjusted for BMI (age >50),rs6088735,chr20:35157873,"C=0.766, T=0.234",0.9511915717657324,0.9888228431753792,0.7665,0.0333,,6e-06,
93,rs55670307,Waist-to-hip ratio adjusted for BMI,rs6088735,chr20:35157873,"C=0.766, T=0.234",0.9511915717657324,0.9888228431753792,0.7665,0.0078,,8e-08,
94,rs55670307,Waist-to-hip ratio adjusted for BMI x sex x age interaction (4df test),rs6088735,chr20:35157873,"C=0.766, T=0.234",0.9511915717657324,0.9888228431753792,0.7665,,,3e-08,
95,rs55670307,Venous thromboembolism,rs6088735,chr20:35157873,"C=0.766, T=0.234",0.9511915717657324,0.9888228431753792,NR,1.08,1.05-1.10,3e-10,
96,rs55670307,Vitamin K-dependent protein C levels,rs6087681,chr20:35165093,"C=0.232, G=0.768",0.9512272012092321,0.9943634509575409,0.368313,0.251758,0.2-0.31,3e-19,
97,rs55670307,Creatinine levels,rs6060278,chr20:35165459,"C=0.233, T=0.767",0.9565935132555776,0.9943875387739618,NR,0.0222,0.017-0.028,2e-14,
98,rs55670307,Estimated glomerular filtration rate,rs6060278,chr20:35165459,"C=0.233, T=0.767",0.9565935132555776,0.9943875387739618,NR,0.0208,0.015-0.026,5e-13,
99,rs55670307,Aspartate aminotransferase levels,rs6060278,chr20:35165459,"C=0.233, T=0.767",0.9565935132555776,0.9943875387739618,NR,0.0174,0.012-0.023,2e-09,
100,rs55670307,Alanine aminotransferase levels,rs6060278,chr20:35165459,"C=0.233, T=0.767",0.9565935132555776,0.9943875387739618,NR,0.0169,0.011-0.023,5e-09,
101,rs55670307,Appendicular lean mass,rs6120854,chr20:35169377,"C=0.769, T=0.231",0.9458747567268494,0.9943391554875304,0.212193,0.0715122,0.048-0.095,1e-09,
102,rs818238,Height,rs699171,chr6:78252602,"A=0.734, C=0.266",1.0,1.0,0.243,0.0051,0.0037-0.0065,2.9999999999999997e-12,
103,rs815623,Apolipoprotein A1 levels,rs286965,chr5:153980670,"C=0.628, T=0.372",0.918804924160771,0.9956191537912176,0.36779,0.0159839,0.012-0.02,3.9999999999999995e-15,
104,rs815623,C-reactive protein levels (MTAG),rs286965,chr5:153980670,"C=0.628, T=0.372",0.918804924160771,0.9956191537912176,NR,0.01193,0.0078-0.016,1e-08,
105,rs815623,Red cell distribution width,rs4594908,chr5:153998038,"A=0.372, G=0.628",0.918804924160771,0.9956191537912176,0.367939,0.019804,0.016-0.024,2.0000000000000002e-24,
106,rs815623,Red cell distribution width,rs2578384,chr5:154017214,"A=0.372, G=0.628",0.918804924160771,0.9956191537912176,0.365667,,,1e-25,
107,rs815623,Red cell distribution width,rs2578377,chr5:154033830,"C=0.374, T=0.626",0.9105420035709632,0.9869273684940052,0.631387,0.020942615,0.016-0.025,5e-20,
108,rs815623,Red cell distribution width,rs2578377,chr5:154033830,"C=0.374, T=0.626",0.9105420035709632,0.9869273684940052,0.633,0.026062000000000002,0.018-0.034,4e-10,
109,rs815623,Red cell distribution width,rs2578377,chr5:154033830,"C=0.374, T=0.626",0.9105420035709632,0.9869273684940052,NR,,,5e-27,
110,rs815623,High density lipoprotein cholesterol levels,rs1438588,chr5:154065390,"A=0.38, G=0.62",0.9343555137938492,0.9871326977846752,NR,,,1e-12,
111,rs815623,High density lipoprotein cholesterol levels,rs1438588,chr5:154065390,"A=0.38, G=0.62",0.9343555137938492,0.9871326977846752,0.632663,0.0117196,0.0089-0.0145,4e-10,
112,rs9325136,Chronic obstructive pulmonary disease,rs1975340,chr5:149232060,"A=0.39, C=0.61",0.8568386778749576,0.9867942031014808,0.46,1.05,,4e-06,
113,rs9325136,Lung function (FVC),rs4490572,chr5:149232759,"A=0.391, G=0.609",0.8681586442808138,0.9912185370920789,NR,,,4e-16,
114,rs9325136,Height,rs4295373,chr5:149236424,"A=0.388, G=0.612",0.8572188611548489,0.9911509873774024,0.4464,0.0049,0.0037-0.0061,1.9999999999999998e-15,
115,rs9325136,Severe COVID-19 infection,rs1808828,chr5:149250628,"A=0.393, C=0.607",0.8832452891276237,0.9956315000977052,NR,,,2e-16,
116,rs7468585,Remission after SSRI treatment in MDD or neuroticism,rs12555870,chr9:23347726,"A=0.551, G=0.449",0.8626017880740922,1.0,NR,,,1e-08,
117,rs7468585,Low myopia,rs34522021,chr9:23350422,"C=0.536, T=0.464",0.9160302157672884,1.0,NR,0.0794394,0.047-0.112,2e-06,
118,rs7468585,Low myopia vs hyperopia,rs34522021,chr9:23350422,"C=0.536, T=0.464",0.9160302157672884,1.0,NR,0.0946099,0.055-0.134,3e-06,
119,rs7468585,Age at last live birth,rs34522021,chr9:23350422,"C=0.536, T=0.464",0.9160302157672884,1.0,0.454,0.09300000000000001,0.062-0.124,7e-09,
120,rs9700928,Protein S100-A14 levels,rs9330298,chr1:153617778,"A=0.458, C=0.542",0.9682500893055656,0.987943576898647,0.48,0.113,0.086-0.14,2e-16,
121,rs9700928,Protein S100-A16 levels,rs35760493,chr1:153624127,"A=0.422, G=0.578",0.8355983703426711,0.9869223269418264,0.45,0.183,0.16-0.21,2e-45,
122,rs9700928,White blood cell count,rs12730186,chr1:153650660,"C=0.442, G=0.558",0.8618759735682777,0.9625302625861322,NR,0.272499,0.23-0.32,5e-36,
123,rs9700928,Neutrophil count,rs12730186,chr1:153650660,"C=0.442, G=0.558",0.8618759735682777,0.9625302625861322,NR,0.331152,0.29-0.38,2e-46,
124,rs9700928,Monocyte count,rs75348188,chr1:153656169,"C=0.558, T=0.442",0.8618759735682777,0.9625302625861322,0.887611,0.141961,0.098-0.186,4e-10,
125,rs9700928,Monocyte count,rs75348188,chr1:153656169,"C=0.558, T=0.442",0.8618759735682777,0.9625302625861322,NR,0.141961,0.097-0.187,6e-10,
126,rs77477310,Bipolar disorder lithium response (continuous) or schizophrenia,rs79403677,chr14:35069925,"G=0.158, T=0.842",0.9633968944615424,0.9925035023398612,NR,,,2e-08,
127,rs77477310,Lymphocyte count,rs2038255,chr14:35089920,"C=0.828, T=0.172",0.9242117086266882,1.0,0.1896,0.03343626,0.024-0.043,8e-13,
128,rs77477310,Atopic dermatitis,rs2143950,chr14:35103151,"C=0.838, T=0.162",0.9926874654726252,1.0,0.17,1.08,1.06-1.10,1.9999999999999998e-15,
129,rs77477310,Atopic dermatitis,rs2143950,chr14:35103151,"C=0.838, T=0.162",0.9926874654726252,1.0,0.17,,,9e-10,
130,rs77477310,Lymphocyte count,rs57075379,chr14:35108595,"A=0.838, G=0.162",0.9926874654726252,1.0,0.166991,0.027978797000000003,0.022-0.034,9.000000000000001e-21,
131,rs77477310,Schizophrenia,rs11156875,chr14:35150610,"A=0.838, G=0.162",0.9781162634838696,0.9926335984066312,NR,1.07,,3e-07,
132,rs77477310,C-reactive protein levels (MTAG),rs11156875,chr14:35150610,"A=0.838, G=0.162",0.9781162634838696,0.9926335984066312,NR,0.01489,0.0097-0.0201,3e-08,
133,rs77477310,C-reactive protein levels,rs146424514,chr14:35152187,"A=0.16, G=0.84",0.9926510336766748,1.0,NR,0.0159,0.011-0.021,7e-09,
134,rs77477310,Atopic dermatitis,rs12586305,chr14:35185261,"G=0.153, T=0.847",0.9127626015702764,0.9845202191173756,0.841,0.91,0.89-0.94,8.000000000000001e-11,
135,rs77477310,"Allergic disease (asthma, hay fever or eczema)",rs1048990,chr14:35292469,"C=0.836, G=0.164",0.8661597464580323,0.9409286416817134,0.16,1.0390000000000001,1.03-1.05,1e-08,
136,rs77477310,Eczema,rs78426265,chr14:35293785,"A=0.837, T=0.163",0.8589828596147632,0.9336236474003696,0.1635,1.139,1.093-1.188,3e-09,
0,rs2963490,Macular thickness,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8311623418481972,1.0,NR,0.778,0.64-0.91,7e-32,
1,rs2963490,Age-related hearing impairment,rs13171669,chr5:149221680,"A=0.637, G=0.363",0.8311623418481972,1.0,42.34,1.03,,8e-10,
2,rs2963490,Chronic obstructive pulmonary disease,rs1975340,chr5:149232060,"A=0.39, C=0.61",0.9318987281285092,1.0,0.46,1.05,,4e-06,
3,rs2963490,Lung function (FVC),rs4490572,chr5:149232759,"A=0.391, G=0.609",0.9358001252408094,1.0,NR,,,4e-16,
4,rs2963490,Body mass index,rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8240369295820706,1.0,0.578,0.021,0.013-0.029/2,4e-07,
5,rs2963490,Photoreceptor cell layer thickness phenotypes (MTAG),rs1109114,chr5:149236383,"C=0.639, T=0.361",0.8240369295820706,1.0,0.43,0.37,0.27-0.47,3e-13,
6,rs2963490,Height,rs4295373,chr5:149236424,"A=0.388, G=0.612",0.9241339345251326,1.0,0.4464,0.0049,0.0037-0.0061,1.9999999999999998e-15,
7,rs12173870,Facial morphology (segment 22),rs12055796,chr6:46338810,"C=0.509, T=0.491",0.9187960315389464,0.983660343035343,0.473735955,,,2e-08,
8,rs12173870,Body mass index,rs9357506,chr6:46367432,"A=0.479, G=0.521",0.9801859761278215,0.9920172668264272,0.553,0.016,0.0091-0.0233/2,7.000000000000001e-06,
9,rs12173870,Body mass index (MTAG),rs6458501,chr6:46393672,"C=0.521, T=0.479",0.9960245010867418,1.0,NR,0.01349,0.01-0.017,1.9999999999999998e-15,
10,rs12173870,Body mass index,rs10498767,chr6:46395820,"C=0.479, G=0.521",0.9960245010867418,1.0,0.4537,0.0138,0.01-0.017,5e-16,
11,rs12173870,Body mass index,rs10498767,chr6:46395820,"C=0.479, G=0.521",0.9960245010867418,1.0,NR,,,2e-10,
12,rs12173870,Body mass index,rs10498767,chr6:46395820,"C=0.479, G=0.521",0.9960245010867418,1.0,NR,,,1e-10,
13,rs12173870,Body mass index,rs2153615,chr6:46407589,"A=0.476, G=0.524",0.9841412948200096,0.9959996023461576,0.4447,0.0137,0.01-0.017,9e-16,
14,rs116857892,Sunburns,rs7087356,chr10:80441547,"A=0.523, T=0.477",0.80297649465962,0.9867184199408534,NR,,,1e-08,
15,rs116857892,Blood urea nitrogen levels,rs7087356,chr10:80441547,"A=0.523, T=0.477",0.80297649465962,0.9867184199408534,0.5091,0.0026,0.0016-0.0036,3e-07,
16,rs116857892,Estimated glomerular filtration rate (creatinine),rs7087356,chr10:80441547,"A=0.523, T=0.477",0.80297649465962,0.9867184199408534,0.495736495217223,0.0020647058,0.0016-0.0026,9.999999999999999e-16,
17,rs116857892,Estimated glomerular filtration rate (cystatin c),rs7087356,chr10:80441547,"A=0.523, T=0.477",0.80297649465962,0.9867184199408534,0.5047,0.0022,0.0012-0.0032,1e-06,
18,rs116857892,Common executive function,rs11202929,chr10:80444940,"A=0.468, G=0.532",0.8180736028971648,0.9782364139840776,NR,,,6e-10,
19,rs116857892,Parental longevity (mother's age at death),rs1870145,chr10:80446592,"A=0.536, C=0.464",0.8388839034850613,0.982718339861197,NR,0.01376,0.0084-0.0191,4e-07,
20,rs116857892,Lung function (FEV1/FVC),rs7075355,chr10:80449122,"A=0.573, G=0.427",0.983844924687394,0.9959241552548416,NR,,,6e-21,
21,rs116857892,Birth weight,rs7075355,chr10:80449122,"A=0.573, G=0.427",0.983844924687394,0.9959241552548416,0.533013,0.014565,0.0095-0.0196,2e-08,
22,rs116857892,Pulse pressure,rs10887914,chr10:80455532,"C=0.577, T=0.423",0.9678964671147884,0.995885884412164,0.4644,0.1327,0.099-0.166,1e-14,
23,rs7313401,Killer cell lectin-like receptor subfamily B member 1 levels,rs4763630,chr12:9588904,"A=0.58, G=0.42",0.9596645624301584,0.9836265019551356,0.59,0.313,0.29-0.34,2.999999999999999e-125,
24,rs7313401,Serum levels of protein KLRB1,rs10771925,chr12:9600134,"C=0.405, T=0.595",0.8667186818303787,0.9659656527126408,0.3696,0.20432899999999998,0.17-0.24,8e-27,
25,rs8012970,Mean corpuscular volume,rs17099614,chr14:100701295,"C=0.642, G=0.358",0.9661461838740072,1.0,NR,0.0186,0.014-0.023,6e-17,
26,rs8012970,Neutrophil count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.9367293917378702,0.9699247478069238,0.402639,,,1e-10,
27,rs8012970,Neutrophil count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.9367293917378702,0.9699247478069238,0.337467,0.014790000000000001,0.011-0.019,5e-13,
28,rs8012970,Neutrophil count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.9367293917378702,0.9699247478069238,0.335362,0.0154882325,0.011-0.02,4.0000000000000004e-11,
29,rs8012970,White blood cell count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.9367293917378702,0.9699247478069238,0.436149,,,2.9999999999999997e-12,
30,rs8012970,White blood cell count,rs10146962,chr14:100704203,"C=0.365, T=0.635",0.9367293917378702,0.9699247478069238,0.338281,0.015366999999999999,0.012-0.019,6e-15,
31,rs8012970,Blood protein levels,rs10144381,chr14:100706960,"C=0.66, T=0.34",0.8283003396675059,0.9631157308108308,0.37265625,0.40629548,0.36-0.45,5.999999999999999e-62,
32,rs8012970,Blood protein levels,rs10144381,chr14:100706960,"C=0.66, T=0.34",0.8283003396675059,0.9631157308108308,0.37265625,0.39199004,0.35-0.44,6e-58,
33,rs8012970,Serum 25-Hydroxyvitamin D levels,rs12881545,chr14:100709875,"C=0.646, G=0.354",0.8119219272612064,0.924703251030256,0.326561,0.011000000000000001,0.0071-0.0149,3e-07,
34,rs8012970,Protein delta homolog 1 levels,rs12881545,chr14:100709875,"C=0.646, G=0.354",0.8119219272612064,0.924703251030256,NR,0.4612,0.41-0.52,1e-60,
35,rs8012970,Protein delta homolog 1 levels,rs12881545,chr14:100709875,"C=0.646, G=0.354",0.8119219272612064,0.924703251030256,0.66,0.5329999999999999,0.51-0.56,0.0,
36,rs8012970,Protein delta homolog 1 levels,rs12881545,chr14:100709875,"C=0.646, G=0.354",0.8119219272612064,0.924703251030256,0.66,0.5329999999999999,0.51-0.56,0.0,
37,rs8012970,Age of smoking initiation (MTAG),rs12881760,chr14:100709998,"C=0.647, G=0.353",0.8158096946646959,0.9289328447172059,0.649,0.00849798,0.0055-0.0115,3e-08,
38,rs8012970,Serum levels of protein SEMG2,rs12881760,chr14:100709998,"C=0.647, G=0.353",0.8158096946646959,0.9289328447172059,0.3792,0.420721,0.38-0.46,3.999999999999999e-115,
39,rs8012970,Serum levels of protein DLK1,rs12881760,chr14:100709998,"C=0.647, G=0.353",0.8158096946646959,0.9289328447172059,0.3792,0.40705,0.37-0.44,2.999999999999999e-108,
40,rs8012970,Semenogelin-2 levels (SEMG2.6373.54.3),rs12881760,chr14:100709998,"C=0.647, G=0.353",0.8158096946646959,0.9289328447172059,0.676,0.55,0.49-0.61,1.9999999999999996e-106,
41,rs8012970,Protein delta homolog 1 levels (DLK1.6496.60.3),rs12881760,chr14:100709998,"C=0.647, G=0.353",0.8158096946646959,0.9289328447172059,0.676,0.54,0.48-0.6,3.9999999999999996e-101,
42,rs3185777,Intake of total sugars,rs2655995,chr14:77112024,"A=0.297, G=0.703",0.9403516134787115,0.995165878599162,0.72,0.85,0.5-1.2/,4e-06,
43,rs6842731,Insomnia,rs11722569,chr4:111901575,"C=0.336, T=0.664",0.9158665908406651,1.0,0.6586,1.035,1.02-1.05,3e-08,
44,rs6842731,Vertical cup-disc ratio,rs7677732,chr4:111904784,"A=0.333, G=0.667",0.8953228402602788,0.9953657637737241,NR,0.0265,0.016-0.037,4e-08,
45,rs1467464,Red cell distribution width,rs2236074,chr1:27884873,"A=0.386, G=0.614",0.8468014828588919,0.9240907490316416,0.637575,0.015436000000000002,0.012-0.019,1e-14,
46,rs1467464,Red cell distribution width,rs2236074,chr1:27884873,"A=0.386, G=0.614",0.8468014828588919,0.9240907490316416,0.361783,0.015358402,0.011-0.02,3e-11,
47,rs1467464,Red cell distribution width,rs2236074,chr1:27884873,"A=0.386, G=0.614",0.8468014828588919,0.9240907490316416,0.63615,,,5.0000000000000005e-12,
48,rs1467464,Platelet distribution width,rs1467464,chr1:27885139,"C=0.384, T=0.616",1.0,1.0,0.369555,0.014855127,0.01-0.019,2e-10,
49,rs1467464,Lymphocyte count,rs1467464,chr1:27885139,"C=0.384, T=0.616",1.0,1.0,0.369719,0.019565166999999998,0.015-0.024,1e-17,
50,rs1467464,Red cell distribution width,rs6565,chr1:27886646,"C=0.384, T=0.616",0.9916105164560494,0.9957964231990641,NR,,,2e-10,
51,rs1467464,Lymphocyte count,rs6565,chr1:27886646,"C=0.384, T=0.616",0.9916105164560494,0.9957964231990641,0.63,,,5e-09,
52,rs1467464,White blood cell count,rs1474908,chr1:27886702,"A=0.616, G=0.384",0.9916105164560494,0.9957964231990641,NR,0.013000000000000001,0.0091-0.0169,1e-10,
53,rs1467464,Eosinophil counts,rs6660899,chr1:27887770,"C=0.389, G=0.611",0.9792508868905204,1.0,NR,,,1e-10,
54,rs1467464,Plateletcrit,rs10751725,chr1:27889680,"A=0.385, C=0.615",0.995807285154622,1.0,0.369764,0.019399373,0.015-0.024,8e-17,
55,rs1467464,White blood cell count,rs9701457,chr1:27890225,"C=0.626, T=0.374",0.9503756117538474,0.9956846259437201,0.364246,0.018113347,0.014-0.023,3e-15,
56,rs1467464,White blood cell count,rs9701457,chr1:27890225,"C=0.626, T=0.374",0.9503756117538474,0.9956846259437201,0.365824,0.018484999999999998,0.015-0.022,6e-22,
57,rs1467464,White blood cell count,rs9701457,chr1:27890225,"C=0.626, T=0.374",0.9503756117538474,0.9956846259437201,NR,,,2e-14,
58,rs1467464,Platelet count,rs7356,chr1:27891589,"C=0.385, T=0.615",0.995807285154622,1.0,0.371122,0.022914,0.019-0.027,2e-33,
59,rs1467464,Lymphocyte count,rs11247712,chr1:27903170,"C=0.615, T=0.385",0.995807285154622,1.0,0.377521,,,2.0000000000000002e-21,
60,rs1467464,Lymphocyte count,rs11247712,chr1:27903170,"C=0.615, T=0.385",0.995807285154622,1.0,0.368908,0.019902,0.016-0.024,2.9999999999999996e-24,
61,rs1467464,White blood cell count,rs2474470,chr1:27908488,"C=0.615, T=0.385",0.995807285154622,1.0,0.388104,,,2.0000000000000002e-20,
62,rs1467464,Platelet count,rs11247718,chr1:27915936,"G=0.612, T=0.388",0.8939578462236409,0.953460399703923,0.415426,,,1.9999999999999997e-31,
63,rs1467464,Mean corpuscular hemoglobin,rs12740790,chr1:27916023,"A=0.391, G=0.609",0.9061632341366342,0.965987372051154,NR,,,2e-08,
64,rs1467464,Platelet count,rs34341922,chr1:27917185,"A=0.613, G=0.387",0.8820140218336647,0.9450877973816142,0.629055,0.021817796,0.017-0.026,6.999999999999999e-21,
65,rs11678980,Smoking initiation (ever regular vs never regular),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.45,0.0176689,0.013-0.023,5.0000000000000005e-12,
66,rs11678980,Smoking initiation (ever regular vs never regular) (MTAG),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.45,0.0107655,0.0086-0.013,1.0000000000000001e-21,
67,rs11678980,Educational attainment (years of education),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.4527,0.0166,0.014-0.019,1.9999999999999997e-31,
68,rs11678980,Verbal-numerical reasoning,rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,NR,,,3e-09,
69,rs11678980,Cognitive traits (MTAG),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,NR,,,3e-08,
70,rs11678980,Cognitive aspects of educational attainment,rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.430417,0.040411405,0.028-0.053,2e-10,
71,rs11678980,Cognitive performance,rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.4585,0.0185,0.013-0.024,1e-10,
72,rs11678980,Age at first sexual intercourse,rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.537289,0.0119703,0.0078-0.0162,1e-08,
73,rs11678980,Cognitive performance (MTAG),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.4585,0.0239,0.019-0.028,6e-25,
74,rs11678980,Educational attainment (MTAG),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.4527,0.0173,0.015-0.02,6.999999999999999e-39,
75,rs11678980,Educational attainment (years of education),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,NR,,,2e-18,
76,rs11678980,Self-reported math ability (MTAG),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.4484,0.0179,0.014-0.021,2e-23,
77,rs11678980,Highest math class taken,rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.5518,0.0184,0.014-0.023,8e-16,
78,rs11678980,Highest math class taken (MTAG),rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.4482,0.0209,0.018-0.024,4e-36,
79,rs11678980,Self-reported math ability,rs11678980,chr2:161244750,"A=0.429, G=0.571",1.0,1.0,0.5516,0.0152,0.011-0.019,7.999999999999999e-15,
80,rs56362439,High chromosomal aberration frequency (chromosome type),rs112076008,chr17:31930146,"C=0.846, T=0.154",0.917666644407454,0.9616188746623531,NR,1.6393441999999998,,5e-06,
81,rs56362439,Hip circumference adjusted for BMI,rs561341,chr17:31989366,"G=0.149, T=0.851",0.9093845010970192,0.9685133020344288,0.8551,0.0313,0.022-0.041,3e-10,
82,rs56362439,Hip circumference adjusted for BMI,rs561341,chr17:31989366,"G=0.149, T=0.851",0.9093845010970192,0.9685133020344288,0.8551,0.0355,0.021-0.05,8e-07,
83,rs56362439,Height,rs17780086,chr17:32016263,"A=0.148, G=0.852",0.9018741974024356,0.9683019819138544,0.15,0.027999999999999997,,3e-08,
84,rs56362439,Lung function (FEV1/FVC),rs6505274,chr17:32017562,"G=0.834, T=0.166",0.8252226417597065,0.9532839032243084,NR,,,5e-09,
85,rs56362439,Memory dysfunction in frontotemporal lobe dementia,rs28649357,chr17:32040171,"A=0.848, G=0.152",0.8880225480969869,0.9459787044708338,0.14,2.61,2.20-3.02,8e-06,
86,rs56362439,Vertex-wise sulcal depth,rs2957920,chr17:32048679,"C=0.153, G=0.847",0.8810868696816908,0.9386622766904456,0.15,5.52,,3e-08,
87,rs10973183,Bitter beverage consumption,rs10973268,chr9:37254142,"C=0.485, G=0.515",0.8545768318500763,0.9318189066785736,0.4559,0.0072,0.0041-0.0103,8e-06,
0,rs4803241,Neutrophil count,rs251857,chr19:39428898,"C=0.555, T=0.445",0.917362822540832,0.9635859073359072,NR,0.015,0.011-0.019,1e-12,
1,rs4803241,White blood cell count,rs1865092,chr19:39445377,"A=0.557, G=0.443",0.9484772593451364,0.9837433846402456,NR,0.0123,0.0086-0.016,3e-10,
2,rs4803241,Neutrophil count,rs12609112,chr19:39450011,"C=0.44, T=0.56",0.9446780827978858,0.987724971020682,0.520068,0.015469,0.012-0.019,9e-16,
3,rs4803241,White blood cell count,rs8107194,chr19:39451929,"C=0.438, T=0.562",0.9605203775287954,1.0,NR,,,3e-10,
4,rs4803241,Neutrophil count,rs10424217,chr19:39456187,"A=0.546, G=0.454",0.9137721275082524,0.967495829950848,0.502337,,,6.999999999999999e-15,
5,rs4803241,White blood cell count,rs10424217,chr19:39456187,"A=0.546, G=0.454",0.9137721275082524,0.967495829950848,0.498629,,,9.000000000000001e-14,
6,rs4803241,White blood cell count,rs10404004,chr19:39462536,"G=0.475, T=0.525",0.8306541794970577,0.9619784317677889,0.392588,0.016397735,0.012-0.021,1e-12,
7,rs4803241,White blood cell count,rs10404004,chr19:39462536,"G=0.475, T=0.525",0.8306541794970577,0.9619784317677889,0.396975,0.015755,0.012-0.02,9.000000000000001e-15,
